40256,9829,1,1238544000
40257,9829,1,1238544000
40258,9829,1,1238544000
40259,9829,1,1238544000
39778,9829,1,1238544000
24156,9167,1,1238544000
40260,3937,1,1238544000
11669,9220,1,1238544000
206,6465,1,1238544000
40261,9823,1,1238544000
40262,3737,1,1238544000
1486,6465,1,1238544000
40261,295,1,1238544000
40255,6114,1,1238544000
925,3678,1,1238544000
40263,9693,1,1238544000
40264,3737,1,1238544000
39520,3737,1,1238544000
17840,3737,1,1238544000
11211,1037,1,1238544000
40265,208,1,1238544000
33343,3249,1,1238544000
40266,7204,1,1238544000
40267,3584,1,1238544000
40268,9580,1,1238544000
39460,8033,1,1238544000
40269,8033,1,1238544000
40265,857,1,1238544000
2836,9221,1,1238544000
39911,8479,1,1238544000
11917,9872,1,1238544000
40270,4168,1,1238544000
518,9842,1,1238544000
40271,4775,1,1238544000
40272,5488,1,1238544000
40077,7905,1,1238544000
40273,9873,1,1238544000
40079,6869,1,1238544000
18526,171,1,1238544000
40274,2049,1,1238544000
40275,8191,1,1238544000
40276,3722,1,1238544000
40079,7029,1,1238544000
39911,7029,1,1238544000
40275,3722,1,1238544000
40277,171,1,1238544000
310,8467,1,1238544000
40278,5624,1,1238544000
8980,7232,1,1238544000
7644,9874,1,1238544000
40276,7758,1,1238544000
30,9842,1,1238544000
40275,8445,1,1238544000
1396,9842,1,1238544000
39,9842,1,1238544000
40279,2169,1,1238544000
6892,8445,1,1238544000
35588,8224,1,1238544000
40276,4107,1,1238544000
16424,4775,1,1238544000
206,4952,1,1238544000
10188,972,1,1238544000
11635,9842,1,1238544000
18072,3249,1,1238544000
40280,3310,1,1238544000
38158,3090,1,1238544000
40281,6869,1,1238544000
21101,4468,1,1238544000
40282,5693,1,1238544000
27974,9842,1,1238544000
40281,9875,1,1238544000
40283,4249,1,1238544000
40284,3238,1,1238544000
40285,427,1,1238544000
11534,3249,1,1238544000
40286,8566,1,1238544000
40284,9876,1,1238544000
23875,9830,1,1238544000
40287,9877,1,1238544000
40288,2075,1,1238544000
40287,6810,1,1238544000
40289,427,1,1238544000
40287,8623,1,1238544000
40287,9412,1,1238544000
20689,427,1,1238544000
40281,8270,1,1238544000
40079,145,1,1238544000
31397,9878,1,1238544000
40290,6869,1,1238544000
16140,4468,1,1238544000
39478,4522,1,1238544000
40291,8221,1,1238544000
26736,5741,1,1238544000
19234,5460,1,1238544000
684,5460,1,1238544000
32196,5741,1,1238544000
40292,5741,1,1238544000
20192,5741,1,1238544000
40293,3842,1,1238544000
40294,9879,1,1238544000
518,9879,1,1238544000
4836,8623,1,1238544000
40295,3722,1,1238544000
6482,8623,1,1238544000
40294,3842,1,1238544000
39734,9441,1,1238544000
17277,9880,1,1238544000
38509,427,1,1238544000
40287,2361,1,1238544000
40296,885,1,1238544000
40297,885,1,1238544000
28881,7783,1,1238544000
37595,7758,1,1238544000
40298,6869,1,1238544000
40299,7405,1,1238544000
4088,7405,1,1238544000
8006,9712,1,1238544000
40300,6724,1,1238544000
1698,5741,1,1238544000
40301,7826,1,1238544000
4836,8037,1,1238544000
31159,1118,1,1238544000
40297,6810,1,1238544000
84,8037,1,1238544000
40302,1778,1,1238544000
40210,9712,1,1238544000
40303,4753,1,1238544000
4836,6793,1,1238544000
490,3846,1,1238544000
40304,8623,1,1238544000
40305,3846,1,1238544000
4088,8377,1,1238544000
4836,2222,1,1238544000
5677,8037,1,1238544000
40306,6934,1,1238544000
40307,3063,1,1238544000
40308,9235,1,1238544000
40309,8623,1,1238544000
40300,9881,1,1238544000
18636,5765,1,1238544000
4836,8923,1,1238544000
23672,9235,1,1238544000
208,9235,1,1238544000
206,9235,1,1238544000
40310,38,1,1238544000
40306,7528,1,1238544000
40306,7164,1,1238544000
40311,8899,1,1238544000
4836,7973,1,1238544000
40123,7826,1,1238544000
40312,7826,1,1238544000
40276,7826,1,1238544000
40313,9167,1,1238544000
28,7696,1,1238544000
40314,956,1,1238544000
1266,7263,1,1238544000
37460,4460,1,1238544000
518,5460,1,1238544000
35116,9095,1,1238544000
40315,956,1,1238544000
18421,9621,1,1238544000
12644,8950,1,1238544000
1785,9336,1,1238544000
31857,7911,1,1238544000
39222,8642,1,1238544000
40316,7422,1,1238544000
28478,9734,1,1238544000
40317,9095,1,1238544000
6753,1669,1,1238544000
40079,8224,1,1238544000
40317,75,1,1238544000
40317,9182,1,1238544000
40318,8444,1,1238544000
40319,114,1,1238544000
40317,4063,1,1238544000
608,9882,1,1238544000
40320,4845,1,1238544000
2989,5661,1,1238544000
40110,8745,1,1238544000
13532,7052,1,1238544000
1483,9881,1,1238544000
40273,4238,1,1238544000
39139,3826,1,1238544000
40321,9883,1,1238544000
40322,9884,1,1238544000
40323,9885,1,1238544000
40317,5266,1,1238544000
40324,9235,1,1238544000
39466,9235,1,1238544000
11527,6373,1,1238544000
31465,9393,1,1238544000
11527,7674,1,1238544000
11527,9886,1,1238544000
40325,2496,1,1238544000
11527,7008,1,1238544000
40319,4921,1,1238544000
16643,743,1,1238544000
11527,1166,1,1238544000
40326,6081,1,1238544000
11527,9550,1,1238544000
40327,5264,1,1238544000
40328,5264,1,1238544000
1320,8444,1,1238544000
40329,9841,1,1238544000
11527,3391,1,1238544000
40330,7263,1,1238544000
2956,7008,1,1238544000
40331,4006,1,1238544000
40332,125,1,1238544000
40333,6284,1,1238544000
40334,9641,1,1238544000
37016,7008,1,1238544000
302,743,1,1238544000
11527,9887,1,1238544000
40326,1472,1,1238544000
40335,2806,1,1238544000
35996,2659,1,1238544000
40336,7817,1,1238544000
11527,65,1,1238544000
40337,3348,1,1238544000
40338,1773,1,1238544000
25967,1773,1,1238544000
25472,1773,1,1238544000
16523,9888,1,1238544000
40339,1188,1,1238544000
40340,4593,1,1238544000
26264,9040,1,1238544000
40341,185,1,1238544000
40342,956,1,1238544000
954,7423,1,1238544000
40290,747,1,1238544000
828,9313,1,1238544000
40343,6831,1,1238544000
39928,8112,1,1238544000
18934,9076,1,1238544000
40344,7368,1,1238544000
39672,7697,1,1238544000
40345,9889,1,1238544000
39664,9040,1,1238544000
40346,9890,1,1238544000
39509,3063,1,1238544000
35567,5883,1,1238544000
40079,7815,1,1238544000
27294,9891,1,1238544000
40347,9711,1,1238544000
28340,7815,1,1238544000
40348,6235,1,1238544000
40349,6235,1,1238544000
8867,4617,1,1238544000
9663,27,1,1238544000
888,9891,1,1238544000
40350,7263,1,1238544000
21223,6655,1,1238544000
1160,7263,1,1238544000
21179,9891,1,1238544000
40351,6655,1,1238544000
40352,6831,1,1238544000
2989,2443,1,1238544000
40353,7591,1,1238544000
37220,6655,1,1238544000
40354,8897,1,1238544000
40352,9040,1,1238544000
40355,5056,1,1238544000
40356,9048,1,1238544000
24076,5615,1,1238544000
541,4617,1,1238544000
15583,9112,1,1238544000
40317,8141,1,1238544000
162,9409,1,1238544000
206,9409,1,1238544000
1220,8797,1,1238544000
34218,9076,1,1238544000
40357,9892,1,1238544000
24592,8797,1,1238544000
40222,9893,1,1238544000
26275,7399,1,1238544000
40358,6191,1,1238544000
