22751294,51275981
10105912,51275984
23119425,51275995
22540177,51275997
10110002,51275998
11069216,51276013
11069216,51276013
11069216,51276013
11069216,51276013
11069216,51276013
11069216,51276013
10952088,51276013
10952088,51276013
10952088,51276013
10952088,51276013
23392041,51276020
10934530,51276041
10960466,51276044
10173047,51276050
23218172,51276050
10028835,51276050
51181413,23427500
10279069,51276086
10311593,51276086
10209122,51276101
10209122,51276101
10209122,51276101
10345829,51276106
10345829,51276106
10345829,51276106
11008373,51276106
23081357,51276106
22509265,51276107
22509265,51276107
11092290,51276120
10150601,51276131
22946877,51276131
11189851,51276131
23385924,51276164
23142192,51276175
11087132,51276178
11240612,51276184
10342893,51276188
10348072,51276228
22187763,51276238
21841363,51276238
10325672,51276252
51413982,10305333
22384516,51276270
11083631,51276273
11242248,51276281
11242248,51276281
10950358,51276287
22318698,51276306
22536799,51276314
10172493,51276324
11068417,51276327
10344455,51276348
22918767,51276357
22768426,51276361
22768426,51276361
22768426,51276361
22768426,51276361
22902088,51276377
22902088,51276377
51141688,22930324
10312425,51276398
23413907,51276400
22352850,51276403
22352850,51276403
22352850,51276403
22352850,51276403
22352850,51276403
10277038,51276408
11003000,51276454
11015603,51276454
11015603,51276454
22174337,51276466
23225251,51276467
11240142,51276499
22753146,51276528
21852007,51276544
10343015,51276547
10337490,51276593
22238680,51276600
11067196,51276608
11067196,51276608
23145862,51276608
23145862,51276608
22513875,51276632
22513875,51276632
22513875,51276632
11130748,51276636
11195644,51276643
23245707,51276667
23245707,51276667
22642499,51276670
10020416,51276670
10020416,51276670
10319350,51276736
10311834,51276740
10311834,51276740
10311834,51276740
10311834,51276740
10311834,51276740
10311834,51276740
10311834,51276740
22349719,51276753
22349719,51276753
11221975,51276757
10080971,51276782
11226475,51276787
23429078,51276789
10910528,51276789
10910528,51276789
11176958,51276835
22749621,51276857
10041338,51276863
10041338,51276863
10041338,51276863
10041338,51276863
11182480,51276863
10232335,51276863
23441797,51276886
11126802,51276908
23408230,51276968
11121884,51276969
10345758,51277016
22968076,51277038
22682492,51277043
10338282,51277059
10312362,51277075
22347087,51277076
10295108,51277110
10295108,51277110
10295108,51277110
11180040,51277120
10259782,51277125
11101417,51277125
10330528,51277147
11082917,51277204
10345921,51277213
10321255,51277216
10349557,51277228
22309094,51277263
10974256,51277298
10251338,51277307
10251338,51277307
10251338,51277307
10251338,51277307
10251338,51277307
10251338,51277307
10348601,51277309
10348601,51277309
11237468,51277311
10978777,51277313
11108475,51277322
23451146,51277330
21994355,51277348
10966190,51277349
10966190,51277349
10297758,51277360
11192632,51277362
51277374,23167065
22155769,51277411
22155769,51277411
21828910,51277450
10934607,51277457
10268424,51277460
10268424,51277460
10268424,51277460
23430229,51277461
11105744,51277496
11229686,51277501
22108661,51277511
21992287,51277525
10067217,51277574
10345043,51277583
11072020,51277598
11072020,51277598
11177672,51277598
11193235,51277598
11193235,51277598
51200145,22720978
51200145,22720978
51200145,22720978
11112926,51277622
23454136,51277645
22620876,51277653
10300517,51277656
11182925,51277672
11087632,51277711
10164193,51277733
11100328,51277743
11136522,51277743
10322990,51277751
10322990,51277751
51353387,10283690
10108831,51277771
11240169,51277772
10268071,51277773
11107659,51277777
23382877,51277784
23382877,51277784
10920924,51277785
21822825,51277821
22034665,51277855
23170761,51277857
23170761,51277857
10146885,51277872
11106650,51277883
10951318,51277926
10951318,51277926
10310041,51277939
10310041,51277939
10310041,51277939
10310875,51381475
11179327,51381504
11179327,51381504
11240900,51381504
22935040,51381569
10958168,51381572
21845345,51381605
10275139,51381671
23455069,51381680
10338464,51381685
11235167,51381702
22362406,51381703
22362406,51381703
11202953,51381744
11057647,51381750
11239835,51381754
11239835,51381754
11086140,51381770
10067217,51381783
10067217,51381783
10313166,51381819
10313166,51381819
10093959,51381862
10093959,51381862
10093959,51381862
23433504,51381868
51424219,23251552
51424219,23251552
51424219,23251552
51424219,23251552
11063212,51381897
10303609,22714794
10303609,22714794
10257568,22471725
10257568,22471725
10257568,22471725
10346991,22485882
10346991,22485882
10116037,10298322
10322907,22902434
10322907,22902434
10322907,22902434
10322907,22902434
11062495,22357501
11062495,22357501
11204858,22357501
11204858,22357501
10338709,22357501
10196620,10334721
10196620,10334721
10916086,22358397
10916086,22358397
10916086,22358397
22923450,22714801
23015010,22714801
23015010,22714801
23242636,22445761
23242636,22445761
23242636,22445761
23242636,22445761
23242636,22445761
23242636,22445761
23242636,22445761
22457506,22399439
22457506,22399439
22721753,22399439
23009045,22399439
10281301,10261551
10281301,10261551
10281301,10261551
10281301,10261551
22593316,22381297
22119717,22381140
22949141,22381140
22949141,22381140
22894169,10247815
22915430,22915423
22915430,22915423
22915430,22915423
22915430,22915423
22915430,22915423
22915430,22915423
22510000,22379829
10146929,22359485
10146929,22359485
10146929,22359485
10146929,22359485
10146929,22359485
10278579,22359485
10278579,22359485
11235053,10320915
11235053,10320915
11130327,22359486
22502087,22359486
10154389,10309580
10154389,10309580
10154389,10309580
11197143,22356661
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
22729398,22380900
10892782,22380901
10892782,22380901
10892782,22380901
10892782,22380901
10892782,22380901
22915423,22915430
22915423,22915430
22915423,22915430
10321936,10319591
10321936,10319591
10321936,10319591
10321936,10319591
22366679,22355384
10961072,10277440
11237866,10277440
11056331,22329791
11056331,22329791
11056331,22329791
11056331,22329791
22494822,22329791
22494822,22329791
22494822,22329791
11135943,22329791
10350454,22329791
23454974,10343675
23454974,10343675
23454974,10343675
11226626,22911634
23311250,22327009
23311250,22327009
23311250,22327009
23311250,22327009
23311250,22327009
23311250,22327009
23311250,22327009
23241245,22414287
10073890,22414287
22569471,22353487
22569471,22353487
22569471,22353487
10133933,22334521
23119403,10314954
23119403,10314954
11191063,22911641
11135442,22360401
11135442,22360401
10313174,10314365
10072806,22352761
11177317,22331868
11177317,22331868
11177317,22331868
11177317,22331868
22498230,22332671
10151451,23231799
10151451,23231799
10151451,23231799
10151451,23231799
10336452,22346760
21871781,22346760
10175328,50860619
23208042,50860619
23412905,50860619
23412905,50860619
23412905,50860619
23412905,50860619
23412905,50860619
22846838,50860619
10920430,23231788
10996638,22382755
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
23380017,10319200
11054752,22437989
22100829,22437989
22335214,22346171
22335214,22346171
22335214,22346171
22335214,22346171
22335214,22346171
22335214,22346171
22335214,22346171
10956723,10336930
10109639,22378481
10109639,22378481
10344705,50860670
23456261,22347898
10130902,22327315
22764290,22331019
22764290,22331019
22764290,22331019
22764290,22331019
22764290,22331019
22764290,22331019
22764290,22331019
10192363,22344861
10036106,10290891
11065199,22320978
11065199,22320978
11065199,22320978
22321341,22320282
22719727,23292168
22719727,23292168
22719727,23292168
22719727,23292168
22696216,23251139
50024607,22631737
51679567,23020078
51679567,23020078
51599285,22501324
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
11021304,21987792
10288650,21987792
22470333,22746568
11184960,22746568
11066182,22746568
23286827,23452511
22036950,21987838
22036950,21987838
22036950,21987838
22036950,21987838
10333700,10342991
10946429,10342991
10946429,10342991
11226967,10342991
23248602,10342991
23248602,10342991
10204360,10342991
10154810,10238261
22501346,50462802
22501346,50462802
22057161,50462803
22057161,50462803
22057161,50462803
22056989,50462803
22056989,50462803
22056989,50462803
22056989,50462803
22056989,50462803
22056989,50462803
11023460,50462805
10322992,50462805
10992302,50462807
10992302,50462807
23263565,50462829
11056778,50462838
11056778,50462838
23455827,50462919
10281966,50462929
22346027,50462936
22346027,50462936
22346027,50462936
